product_id,product_name,product_color_raw,category,style,pattern,material,silhouette,sleeve_type,neckline,length_style,color,category_count,style_count,pattern_count,material_count,semantic_token_count,is_striped,is_floral,is_animal_print,is_checked,is_sequin,is_knit,is_stretch,is_relaxed,is_fitted,is_swing,is_longline,is_off_shoulder,is_batwing,is_long_sleeve,is_short_sleeve
the-cross-over-blouse#Mint,the-cross-over-blouse,mint,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-half-sleeve-forgiver-tunic#Black,belle-half-sleeve-forgiver-tunic,black,top,romantic,plain,unknown,unknown,short,unknown,unknown,black,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layered-tunic-1#Natural,layered-tunic-1,natural,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,red,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colourblock-cardi#NavyRed,colourblock-cardi,navyred,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-ls-free-fall-tee#Blush,belle-ls-free-fall-tee,blush,top,casual,plain,unknown,unknown,unknown,unknown,unknown,blush,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-lace-trim-top#Ivory,the-lace-trim-top,ivory,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
foil-2-in-1-spot-top#Charcoal,foil-2-in-1-spot-top,charcoal,top,unknown,spot,unknown,unknown,unknown,unknown,unknown,unknown,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-daily-cross-over-top#PinkPrint,the-daily-cross-over-top,pinkprint,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,pink,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-tie-front-top#Black,the-tie-front-top,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
animal-button-up-shirt#KhakiPrint,animal-button-up-shirt,khakiprint,top,unknown,animal,unknown,unknown,unknown,unknown,unknown,khaki,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
agra-shirt#White,agra-shirt,white,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-luxe-dobby-blouse#White,the-luxe-dobby-blouse,white,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cross-over-top-with-pocket#Emerald,cross-over-top-with-pocket,emerald,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-reversible-cowl-neck-top-1#Black,the-reversible-cowl-neck-top-1,black,top,elegant,plain,unknown,unknown,unknown,cowl,unknown,black,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-longline-white-shirt#White,belle-longline-white-shirt,white,top,romantic,plain,unknown,longline,unknown,unknown,long,white,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
moonlight-kisses-bamboo-tee#Combat,moonlight-kisses-bamboo-tee,combat,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-pocket-tee#NavyStripe,the-pocket-tee,navystripe,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,navy,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snug-as-a-bug-jumper#Smoke,snug-as-a-bug-jumper,smoke,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fundamental-rib-long-sleeve-tee#White,fundamental-rib-long-sleeve-tee,white,top,casual,plain,unknown,longline,long,unknown,long,white,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
fundamental-vee-tee#White,fundamental-vee-tee,white,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patchwork-tunic#Patchwork,patchwork-tunic,patchwork,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-relaxed-batwing-top#PeachRose,the-relaxed-batwing-top,peachrose,top,relaxed,plain,unknown,relaxed,batwing,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the-cut-out-shoulder-blouse#Clay,the-cut-out-shoulder-blouse,clay,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pattern-tunic-1#Lattice,pattern-tunic-1,lattice,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cut-out-shoulder-blouse#Blue,the-cut-out-shoulder-blouse,blue,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,blue,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abigail-stripe-shirt#BlackStrip,abigail-stripe-shirt,blackstrip,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,black,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dahlia-lace-trim-blouse#Dusk,dahlia-lace-trim-blouse,dusk,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cross-front-spot-blouse#NavySpot,the-cross-front-spot-blouse,navyspot,top,elegant,spot,unknown,unknown,unknown,unknown,unknown,navy,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
natural-cropped-sleeve-knit#Cloudcover,natural-cropped-sleeve-knit,cloudcover,unknown,unknown,plain,knit,cropped,unknown,unknown,short,natural,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tie-back-bell-sleeve-top-5#Summerbud,tie-back-bell-sleeve-top-5,summerbud,top,romantic,plain,unknown,unknown,bell,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-relaxed-long-sleeve-tee#Khaki,the-relaxed-long-sleeve-tee,khaki,top,relaxed,plain,unknown,relaxed,long,unknown,long,khaki,1,2,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
the-drape-tee-1#Stripe,the-drape-tee-1,stripe,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cross-over-blouse#Black,the-cross-over-blouse,black,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,black,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lavaux-bell-sleeve#Mustard,lavaux-bell-sleeve,mustard,unknown,romantic,plain,unknown,unknown,bell,unknown,unknown,unknown,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
germaine-blouse#Pearl,germaine-blouse,pearl,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-sleeve-spot-top#Multispot,long-sleeve-spot-top,multispot,top,unknown,spot,unknown,longline,long,unknown,long,unknown,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
messina-knit-1#Shiraz,messina-knit-1,shiraz,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
belle-flocked-tunic#White,belle-flocked-tunic,white,top,romantic,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-essential-layering-tee#White,the-essential-layering-tee,white,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-wrap-jersey-top-1#NavyStripe,the-wrap-jersey-top-1,navystripe,top,casual,stripe,jersey,unknown,unknown,unknown,unknown,navy,2,3,1,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-layered-cross-over-top#Black,the-layered-cross-over-top,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
driftwood-gathering-blouse#Khaki,driftwood-gathering-blouse,khaki,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,khaki,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spliced-lace-panel-tee#White,spliced-lace-panel-tee,white,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jade-kimono-sweet-blossoms#Blue,jade-kimono-sweet-blossoms,blue,kimono,layering,plain,unknown,unknown,unknown,unknown,unknown,blue,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weekend-vibes-blouse#Blush,weekend-vibes-blouse,blush,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,blush,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cotton-candy-side-split-top#IceBlue,cotton-candy-side-split-top,iceblue,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-wrap-jersey-top#JetBlack,the-wrap-jersey-top,jetblack,top,casual,plain,jersey,unknown,unknown,unknown,unknown,black,2,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-weekender-shirt#DenimStrip,the-weekender-shirt,denimstrip,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flow-with-me-slouch-top#Brick,flow-with-me-slouch-top,brick,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-roll-neck-sleeveless-top-1#Black,the-roll-neck-sleeveless-top-1,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberta-stripe-top#IvoryStrip,alberta-stripe-top,ivorystrip,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geena-xo-ls-pullover-knit#WhiteCapGr,geena-xo-ls-pullover-knit,whitecapgr,top,casual,plain,knit,unknown,unknown,unknown,unknown,white,1,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rose-shirt#BlueIllusi,rose-shirt,blueillusi,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blue,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cotton-bamboo-tee#BlueJeans,the-cotton-bamboo-tee,bluejeans,top,casual,plain,unknown,unknown,unknown,unknown,unknown,blue,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-colour-block-pullover#Sage,the-colour-block-pullover,sage,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-square-neck-drape-tee#Vanilla,belle-square-neck-drape-tee,vanilla,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
floral-nehru-print-shirt#Pink,floral-nehru-print-shirt,pink,top,romantic,floral,unknown,unknown,unknown,unknown,unknown,pink,1,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cosy-cardigan#Grey,the-cosy-cardigan,grey,cardigan,relaxed,plain,cosy,relaxed,unknown,unknown,unknown,grey,1,2,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
adventurous-hoody#Pink,adventurous-hoody,pink,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,pink,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-sleeve-softly-swinging-bamboo-tee#BlueJeans,long-sleeve-softly-swinging-bamboo-tee,bluejeans,top,relaxed,plain,unknown,swing,long,unknown,long,blue,2,2,0,0,8,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
bertie-top#BlkCherry,bertie-top,blkcherry,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printed-v-neck-top#Striped,printed-v-neck-top,striped,top,unknown,stripe,unknown,unknown,unknown,v_neck,unknown,stripe,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-box-top#Blush,the-box-top,blush,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,blush,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
runaway-top#JetBlack,runaway-top,jetblack,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faith-jumper#Eventide,faith-jumper,eventide,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-belle-sleeve-print-top#NavyPrint,the-belle-sleeve-print-top,navyprint,top,romantic,plain,unknown,unknown,unknown,unknown,unknown,navy,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-stripe-pocket-tank#Stripe,the-stripe-pocket-tank,stripe,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weekend-tunic#Navy,weekend-tunic,navy,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
love-song-relaxed-blouse#SagePearl,love-song-relaxed-blouse,sagepearl,top,relaxed,plain,unknown,relaxed,unknown,unknown,unknown,unknown,1,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
jasmine-singlet#White,jasmine-singlet,white,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soho-v-neck-blouse#SohoPrint,soho-v-neck-blouse,sohoprint,top,elegant,plain,unknown,unknown,unknown,v_neck,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
striped-sleeve-sweater#Striped,striped-sleeve-sweater,striped,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,stripe,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spiced-stripe-tee#NavyWhite,spiced-stripe-tee,navywhite,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,white,1,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
side-buttoned-sweater#Buttoned,side-buttoned-sweater,buttoned,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paisley-top-1#Paisley,paisley-top-1,paisley,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long-sleeve-tee-2#NavyWhite,long-sleeve-tee-2,navywhite,top,casual,plain,unknown,longline,long,unknown,long,white,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
the-fleck-roll-neck-knit#Oatmeal,the-fleck-roll-neck-knit,oatmeal,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-ultimate-tie-cardi#Port,the-ultimate-tie-cardi,port,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
print-tee-3#Bike,print-tee-3,bike,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clio-knit-jumper#Clay,clio-knit-jumper,clay,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
long-sleeve-softly-swinging-bamboo-tee#Oyster,long-sleeve-softly-swinging-bamboo-tee,oyster,top,relaxed,plain,unknown,swing,long,unknown,long,unknown,1,2,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
belle-half-sleeve-forgiver-tunic#White,belle-half-sleeve-forgiver-tunic,white,top,romantic,plain,unknown,unknown,short,unknown,unknown,white,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layered-stripe-top#PinkStripe,layered-stripe-top,pinkstripe,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,pink,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-flute-sleeve-tee#Navy,belle-flute-sleeve-tee,navy,top,casual,plain,unknown,unknown,flute,unknown,unknown,navy,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in-transit-cardi#Navy,in-transit-cardi,navy,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haze-swing-top#OffWhite,haze-swing-top,offwhite,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,white,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-sleeveless-cross-over-blouse#Cobalt,the-sleeveless-cross-over-blouse,cobalt,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rise-top#Ink,rise-top,ink,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messina-v-neck-tee#White,messina-v-neck-tee,white,top,casual,plain,unknown,unknown,unknown,v_neck,unknown,white,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vivid-dreams-blouse#Dusty%20Rose,vivid-dreams-blouse,dusty-rose,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-in-1-jumper#Navy,2-in-1-jumper,navy,unknown,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meera-oversized-shirt#Mint,meera-oversized-shirt,mint,top,relaxed,plain,unknown,oversized,unknown,unknown,unknown,unknown,1,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
multi-pattern-print-top#NavyMulti,multi-pattern-print-top,navymulti,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,navy,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-reversible-cowl-neck-top-2#Ocean,the-reversible-cowl-neck-top-2,ocean,top,elegant,plain,unknown,unknown,unknown,cowl,unknown,unknown,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
silver-cross-sweater#Silver,silver-cross-sweater,silver,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,silver,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-luxe-cotton-tunic#White,the-luxe-cotton-tunic,white,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
back-to-you-top#Rust,back-to-you-top,rust,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aida-long-tunic-shirt#AidaStripe,aida-long-tunic-shirt,aidastripe,top,unknown,stripe,unknown,longline,unknown,unknown,long,stripe,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the-everyday-shirt#Midnight,the-everyday-shirt,midnight,top,unknown,plain,unknown,unknown,unknown,unknown,mid,unknown,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-frill-detail-blouse#Chambray,the-frill-detail-blouse,chambray,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
back-to-you-top#BlackMagic,back-to-you-top,blackmagic,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
border-stripe-knit#WhitePink,border-stripe-knit,whitepink,unknown,unknown,stripe,knit,unknown,unknown,unknown,unknown,white,0,0,1,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-pirate-in-me-shirt#White,the-pirate-in-me-shirt,white,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-cross-over-poncho#Grey,the-cross-over-poncho,grey,kimono,layering,plain,unknown,unknown,unknown,unknown,unknown,grey,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-contrast-knit-1#Sage,the-contrast-knit-1,sage,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,unknown,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
geena-xo-ls-pullover-knit#Allure,geena-xo-ls-pullover-knit,allure,top,casual,plain,knit,unknown,unknown,unknown,unknown,unknown,1,2,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-zip-front-top#Rose,the-zip-front-top,rose,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-in-1-layered-top-1#NavyWhite,2-in-1-layered-top-1,navywhite,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belle-poncho-sleeved-knit#BlueMarle,belle-poncho-sleeved-knit,bluemarle,kimono,romantic,plain,knit,unknown,unknown,unknown,unknown,blue,1,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
je-taime-knit#Navy,je-taime-knit,navy,unknown,unknown,plain,knit,unknown,unknown,unknown,unknown,navy,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
the-cross-over-top#NavyStripe,the-cross-over-top,navystripe,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,navy,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-lace-trim-top#Black,the-lace-trim-top,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anna-top#Leona,anna-top,leona,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panelled-stripe-top#NavyWhite,panelled-stripe-top,navywhite,top,unknown,stripe,unknown,unknown,unknown,unknown,unknown,white,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-everyday-shirt#Pink,the-everyday-shirt,pink,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,pink,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manhattan-stretch-tee#Black,manhattan-stretch-tee,black,top,fitted,plain,stretch,fitted,unknown,unknown,unknown,black,1,2,0,1,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
long-sleeve-softly-swinging-bamboo-tee#Cashew,long-sleeve-softly-swinging-bamboo-tee,cashew,top,relaxed,plain,unknown,swing,long,unknown,long,unknown,1,2,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
delicado-top#White,delicado-top,white,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
analia-jersey-top#Navy,analia-jersey-top,navy,top,casual,plain,jersey,unknown,unknown,unknown,unknown,navy,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ashbury-cardigan#Mocha,ashbury-cardigan,mocha,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-print-contrast-34-sleeve-top#Animal,the-print-contrast-34-sleeve-top,animal,top,unknown,animal,unknown,unknown,unknown,unknown,unknown,unknown,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
softly-swinging-bamboo-tee#BlueJeans,softly-swinging-bamboo-tee,bluejeans,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,blue,2,2,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
sugar-snaps-layers-tank#DuckEgg,sugar-snaps-layers-tank,duckegg,top,casual,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
batty-about-you-cotton-tee#BlkWhite,batty-about-you-cotton-tee,blkwhite,top,casual,plain,unknown,unknown,unknown,unknown,unknown,white,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meadow-cardigan#Cream,meadow-cardigan,cream,cardigan,layering,plain,unknown,unknown,unknown,unknown,unknown,cream,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tia-boyfriend-shirt#White,tia-boyfriend-shirt,white,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,white,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-drape-tee-1#NavyStripe,the-drape-tee-1,navystripe,top,casual,stripe,unknown,unknown,unknown,unknown,unknown,navy,1,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-bell-sleeve-top#BlkStripe,the-bell-sleeve-top,blkstripe,top,romantic,stripe,unknown,unknown,bell,unknown,unknown,stripe,1,1,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
the-button-up-swing-tunic#Wine,the-button-up-swing-tunic,wine,top,relaxed,plain,unknown,swing,unknown,unknown,unknown,wine,1,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
the-sleeveless-cross-over-blouse#Chambray,the-sleeveless-cross-over-blouse,chambray,top,elegant,plain,unknown,unknown,unknown,unknown,unknown,unknown,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
falling-for-you-tunic#Black,falling-for-you-tunic,black,top,unknown,plain,unknown,unknown,unknown,unknown,unknown,black,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
