product_id,garment_bust,garment_waist,garment_hip,garment_length,garment_sleeve,valid_dimension_count,fully_missing_measurements,partially_missing_measurements
the-cotton-cardi#Khaki,128.0,,,101.0,51.0,3,False,True
the-cotton-cardi#Navy,128.0,,,101.0,51.0,3,False,True
the-cotton-tie-detail-top#Ivory,131.0,126.0,130.0,63.0,,4,False,True
the-cross-front-spot-blouse#NavySpot,145.0,145.0,145.0,59.0,55.0,5,False,False
the-cross-front-spot-blouse#Spot,145.0,145.0,145.0,59.0,55.0,5,False,False
the-cross-over-blouse#Black,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#Blue,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#Mint,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#Red,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#RoyalBlue,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#Silver,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#Sunshine,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-blouse#White,136.0,132.0,129.0,86.0,54.0,5,False,False
the-cross-over-poncho#Grey,115.0,107.0,110.0,70.0,72.0,5,False,False
the-cross-over-poncho#Navy,115.0,107.0,110.0,70.0,72.0,5,False,False
the-cross-over-printed-blouse#Leopard,134.0,129.0,138.0,64.0,80.0,5,False,False
the-cross-over-top#GreyStripe,126.0,139.0,,73.0,76.0,4,False,True
the-cross-over-top#NavyStripe,126.0,139.0,,73.0,76.0,4,False,True
the-crossover-2-way-blouse#Black,124.0,,126.0,66.0,72.0,4,False,True
the-crossover-button-blouse-1#Ornate,153.0,,,71.0,,2,False,True
the-curve-striped-tank#Marine,137.0,136.0,142.0,78.0,,4,False,True
the-cut-out-shoulder-blouse#Black,130.0,128.0,122.0,64.0,39.0,5,False,False
the-cut-out-shoulder-blouse#Blue,130.0,128.0,122.0,64.0,39.0,5,False,False
the-cut-out-shoulder-blouse#Clay,130.0,128.0,122.0,64.0,39.0,5,False,False
the-cut-out-shoulder-blouse#Salmon,130.0,128.0,122.0,64.0,39.0,5,False,False
the-cut-out-shoulder-blouse#Silver,130.0,128.0,122.0,64.0,39.0,5,False,False
the-cut-out-shoulder-blouse#White,130.0,128.0,122.0,64.0,39.0,5,False,False
the-daily-cross-over-top#PinkPrint,135.0,,,70.0,,2,False,True
the-daily-cross-over-top#SkyBlue,135.0,,,70.0,,2,False,True
the-daily-essential-jumper#Grey,132.0,132.0,,65.0,73.0,4,False,True
the-define-flute-sleeve-blouse#Black,121.0,121.0,134.0,65.0,63.0,5,False,False
the-define-flute-sleeve-blouse#White,121.0,121.0,134.0,65.0,63.0,5,False,False
the-design-fold-tunic-top#PearlBlue,120.0,,133.0,80.0,,3,False,True
the-dobby-sleeve-tee#InkBlue,130.0,,140.0,68.0,29.0,4,False,True
the-dobby-sleeve-tee#White,130.0,,140.0,68.0,29.0,4,False,True
the-double-layer-top#Black,141.0,141.0,147.0,64.0,45.0,5,False,False
the-double-layer-top#White,141.0,141.0,147.0,64.0,45.0,5,False,False
the-drape-tee-1#Black,155.0,,141.0,73.0,,3,False,True
the-drape-tee-1#NavyStripe,155.0,,141.0,73.0,,3,False,True
the-drape-tee-1#Navy,155.0,,141.0,73.0,,3,False,True
the-drape-tee-1#Stripe,155.0,,141.0,73.0,,3,False,True
the-drape-tee-1#White,155.0,,141.0,73.0,,3,False,True
the-essential-layering-tee#Ink,143.0,,142.0,72.0,,3,False,True
the-essential-layering-tee#White,143.0,,142.0,72.0,,3,False,True
the-essential-pullover#DustyPeach,140.0,,137.0,68.0,,3,False,True
the-essential-pullover#SkyBlue,140.0,,137.0,68.0,,3,False,True
the-everyday-shirt#Black,134.0,135.0,136.0,57.0,77.0,5,False,False
the-everyday-shirt#Cream,134.0,135.0,136.0,57.0,77.0,5,False,False
the-everyday-shirt#Midnight,134.0,135.0,136.0,57.0,77.0,5,False,False
the-everyday-shirt#Pink,134.0,135.0,136.0,57.0,77.0,5,False,False
the-everyday-shirt#Rose,134.0,135.0,136.0,57.0,77.0,5,False,False
the-excess-shirt#Pearl,102.0,108.0,140.0,86.0,73.0,5,False,False
the-fleck-roll-neck-knit#Oatmeal,146.0,,,70.0,43.0,3,False,True
the-flutter-sleeve-top#Denim,136.0,,155.0,81.0,,3,False,True
the-flutter-sleeve-top#SnakePrint,136.0,,155.0,81.0,,3,False,True
the-french-cuff-shirt#White,114.0,119.0,136.0,71.0,54.0,5,False,False
the-frill-detail-blouse#Chambray,129.0,133.0,142.0,67.0,39.0,5,False,False
the-frill-wrap-blouse#Spot,114.0,103.0,123.0,69.0,72.0,5,False,False
the-half-sleeve-tee#Black,116.0,113.0,92.0,75.0,36.0,5,False,False
the-half-sleeve-tee#White,116.0,113.0,92.0,75.0,36.0,5,False,False
the-high-low-drape-tee#Grey,150.0,130.0,132.0,102.0,57.0,5,False,False
the-high-low-drape-tee#Sage,150.0,130.0,132.0,102.0,57.0,5,False,False
the-lace-trim-top#Black,134.0,,141.0,76.0,,3,False,True
the-lace-trim-top#Ivory,134.0,,141.0,76.0,,3,False,True
the-layered-cross-over-top#Black,124.0,125.0,137.0,72.0,71.0,5,False,False
the-layered-cross-over-top#Navy,124.0,125.0,137.0,72.0,71.0,5,False,False
the-linen-tie-sleeve-top#GreyMarle,137.0,135.0,143.0,77.0,63.0,5,False,False
the-long-sleeve-scoop-neck-tee#Black,121.0,,,75.0,79.0,3,False,True
the-long-sleeve-scoop-neck-tee#Grey,121.0,,,75.0,79.0,3,False,True
the-long-sleeve-scoop-neck-tee#Navy,121.0,,,75.0,79.0,3,False,True
the-long-sleeve-scoop-neck-tee#White,121.0,,,75.0,79.0,3,False,True
the-long-sleeve-v-neck-tee#Black,116.0,86.0,92.0,75.0,78.0,5,False,False
the-long-sleeve-v-neck-tee#Navy,116.0,86.0,92.0,75.0,78.0,5,False,False
the-long-sleeve-v-neck-tee#White,116.0,86.0,92.0,75.0,78.0,5,False,False
the-longline-cardi-1#GreyMarle,97.0,108.0,115.0,102.0,,4,False,True
the-longline-cardi-1#Nude,97.0,108.0,115.0,102.0,,4,False,True
the-longline-waterfall-cardi#Black,178.0,,171.0,106.0,,3,False,True
the-luxe-cotton-tunic#White,123.0,109.0,175.0,74.0,67.0,5,False,False
the-luxe-dobby-blouse#White,153.0,153.0,157.0,65.0,74.0,5,False,False
the-luxe-long-sleeve-tee#GreyMarle,144.0,,146.0,76.0,76.0,4,False,True
the-midi-waterfall-cardi#BlueMarle,127.0,137.0,117.0,91.0,81.0,5,False,False
the-multi-stripe-cardi#Stripe,147.0,,162.0,91.0,,3,False,True
the-on-or-off-the-shoulder-top#FrenchNavy,158.0,,162.0,,,2,False,True
the-on-or-off-the-shoulder-top#Pink,158.0,,162.0,,,2,False,True
the-open-sleeve-blouse#Berry,132.0,110.0,141.0,66.0,69.0,5,False,False
the-oversize-knit#GreyMarle,180.0,,,73.0,27.0,3,False,True
the-oversize-knit#Ink,180.0,,,73.0,27.0,3,False,True
the-oversized-cotton-blend-shirt#Navy,167.0,158.0,158.0,74.0,87.0,5,False,False
the-oversized-cotton-blend-shirt#Sand,167.0,158.0,158.0,74.0,87.0,5,False,False
the-panel-hem-top#DenimMarle,131.0,110.0,110.0,71.0,60.0,5,False,False
the-panel-hem-top#Khaki,131.0,110.0,110.0,71.0,60.0,5,False,False
the-panel-luxe-top#BlkWhite,102.0,94.0,110.0,72.0,69.0,5,False,False
the-panel-luxe-top#SilvWhite,102.0,94.0,110.0,72.0,69.0,5,False,False
the-pirate-in-me-shirt#White,165.0,140.0,146.0,81.0,104.0,5,False,False
the-pleated-sleeve-top#Sage,135.0,,,67.0,63.0,3,False,True
the-pocket-tee#GreyStripe,139.0,,141.0,73.0,22.0,4,False,True
the-pocket-tee#NavyStripe,139.0,,141.0,73.0,22.0,4,False,True
the-print-contrast-34-sleeve-top#Animal,128.0,140.0,170.0,65.0,55.0,5,False,False
the-printed-side-ring-detail-blouse#Block,113.0,109.0,131.0,65.0,72.0,5,False,False
the-printed-v-neck-tee#White,133.0,133.0,,75.0,23.0,4,False,True
the-printed-v-split-top#Natural,130.0,,178.0,69.0,,3,False,True
the-relax-blouse#White,107.0,95.0,83.0,66.0,48.0,5,False,False
the-relaxed-batwing-top#Denim%20Blue,172.0,,166.0,66.0,67.0,4,False,True
the-relaxed-batwing-top#PeachRose,172.0,,166.0,66.0,67.0,4,False,True
the-relaxed-long-sleeve-tee#Black,121.0,,142.0,73.0,76.0,4,False,True
the-relaxed-long-sleeve-tee#Khaki,121.0,,142.0,73.0,76.0,4,False,True
the-relaxed-long-sleeve-tee#Navy,121.0,,142.0,73.0,76.0,4,False,True
the-relaxed-long-sleeve-tee#Pink,121.0,,142.0,73.0,76.0,4,False,True
the-relaxed-long-sleeve-tee#White,121.0,,142.0,73.0,76.0,4,False,True
the-relaxed-long-sleeve-tee-1#Ink%20Stripe,121.0,100.0,142.0,73.0,76.0,5,False,False
the-reverse-sleeve-sweater#Navy,123.0,123.0,,71.0,74.0,4,False,True
the-reversible-cowl-neck-top-1#Black,120.0,107.0,117.0,66.0,55.0,5,False,False
the-reversible-cowl-neck-top-1#White,120.0,107.0,117.0,66.0,55.0,5,False,False
the-reversible-cowl-neck-top-2#Ocean,95.0,82.0,92.0,63.0,49.0,5,False,False
the-roll-neck-sleeveless-top-1#Black,125.0,129.0,134.0,71.0,,4,False,True
the-roll-neck-sweater#Natural,132.0,,122.0,64.0,64.0,4,False,True
the-ruffle-sleeve-sweat#KhakiMarle,129.0,134.0,,69.0,74.0,4,False,True
the-ruffle-sleeve-top#NavyStripe,130.0,,134.0,73.0,74.0,4,False,True
the-short-sleeve-wrap-jersey-top#Black,108.0,92.0,105.0,67.0,29.0,5,False,False
the-short-sleeve-wrap-jersey-top#Blue,108.0,92.0,105.0,67.0,29.0,5,False,False
the-short-sleeve-wrap-jersey-top#Emerald,108.0,92.0,105.0,67.0,29.0,5,False,False
the-short-sleeve-wrap-jersey-top#NavyWhite,108.0,92.0,105.0,67.0,29.0,5,False,False
the-shoulder-tie-top#Black,136.0,135.0,146.0,69.0,48.0,5,False,False
the-shoulder-tie-top#Navy,136.0,135.0,146.0,69.0,48.0,5,False,False
the-shoulder-tie-top#White,136.0,135.0,146.0,69.0,48.0,5,False,False
the-side-panel-drape-top#OffWhite,125.0,,130.0,69.0,28.0,4,False,True
the-side-ring-detail-blouse-1#Black,113.0,109.0,131.0,65.0,72.0,5,False,False
the-sleeve-detail-knit#Ivory,109.0,116.0,,62.0,64.0,4,False,True
the-sleeveless-cross-over-blouse#Black,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#Chambray,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#Cobalt,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#Mint,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#Salmon,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#Sunshine,126.0,125.0,125.0,63.0,,4,False,True
the-sleeveless-cross-over-blouse#White,126.0,125.0,125.0,63.0,,4,False,True
the-slouch-pocket-tee#Stripe,162.0,,126.0,72.0,,3,False,True
the-soft-knit-jumper#NavyStripe,124.0,,,72.0,70.0,3,False,True
the-soft-knit-jumper#PinkStripe,124.0,,,72.0,70.0,3,False,True
the-soft-overlay-top#Pink,179.0,175.0,175.0,73.0,47.0,5,False,False
the-spotted-tunic#GreySpot,143.0,143.0,150.0,85.0,,4,False,True
the-spotted-tunic#NavySpot,143.0,143.0,150.0,85.0,,4,False,True
the-stella-tee#Marine,137.0,114.0,148.0,75.0,43.0,5,False,False
the-stitch-detail-top#Pink,145.0,134.0,145.0,77.0,,4,False,True
the-stitch-detail-top#SkyBlue,145.0,134.0,145.0,77.0,,4,False,True
the-stitch-v-neck-knit#DenimMarle,167.0,,151.0,77.0,,3,False,True
the-stitch-v-neck-knit#PinkMarle,167.0,,151.0,77.0,,3,False,True
the-stripe-button-through-top#Coral,175.0,,144.0,72.0,42.0,4,False,True
the-stripe-crossover-blouse#Bluestripe,148.0,,,77.0,74.0,3,False,True
the-stripe-jersey-top#Blue,136.0,108.0,108.0,70.0,52.0,5,False,False
the-stripe-jersey-top#Pink,136.0,108.0,108.0,70.0,52.0,5,False,False
the-stripe-pocket-tank#Stripe,104.0,112.0,,69.0,,3,False,True
the-stripe-tank-1#Hazelnut,126.0,,180.0,78.0,,3,False,True
the-striped-top#BlueStripe,164.0,,145.0,74.0,34.0,4,False,True
the-swing-tank-top#Rose,125.0,134.0,173.0,68.0,,4,False,True
the-textured-spot-top#Pink,148.0,118.0,145.0,74.0,53.0,5,False,False
the-tie-detail-hoody#FrenchBlue,134.0,,,70.0,69.0,3,False,True
the-tie-detail-hoody#Pink,134.0,,,70.0,69.0,3,False,True
the-tie-front-tank#Navy,117.0,111.0,133.0,60.0,,4,False,True
the-tie-front-tank#White,117.0,111.0,133.0,60.0,,4,False,True
the-tie-front-top#Black,113.0,105.0,139.0,72.0,49.0,5,False,False
the-tie-front-top#Navy,113.0,105.0,139.0,72.0,49.0,5,False,False
the-tie-layering-knit#Grey,144.0,138.0,,62.0,75.0,4,False,True
the-tie-sleeve-blouse#Grey,115.0,113.0,125.0,79.0,50.0,5,False,False
the-twist-front-top#Grey,134.0,142.0,,75.0,74.0,4,False,True
the-twist-front-top#Navy,134.0,142.0,,75.0,74.0,4,False,True
the-twist-hem-jumper#DenimMarle,135.0,,133.0,71.0,,3,False,True
the-ultimate-tie-cardi#Black,124.0,117.0,129.0,89.0,77.0,5,False,False
the-ultimate-tie-cardi#Port,124.0,117.0,129.0,89.0,77.0,5,False,False
the-uneven-hem-knit-1#Sage,102.0,94.0,,,62.0,3,False,True
the-v-neck-stripe-top#BlkStripe,165.0,,157.0,72.0,74.0,4,False,True
the-v-split-blouse#Salmon,136.0,,145.0,70.0,27.0,4,False,True
the-weekender-shirt#DenimStrip,136.0,,147.0,91.0,64.0,4,False,True
the-weekender-shirt#GreyStripe,136.0,,147.0,91.0,64.0,4,False,True
the-wrap-jersey-top#Charcoal,114.0,100.0,115.0,70.0,77.0,5,False,False
the-wrap-jersey-top#JetBlack,114.0,100.0,115.0,70.0,77.0,5,False,False
the-wrap-jersey-top#NavyWhite,114.0,100.0,115.0,70.0,77.0,5,False,False
the-wrap-jersey-top#PortSpot,114.0,100.0,115.0,70.0,77.0,5,False,False
the-wrap-jersey-top-1#NavyStripe,114.0,100.0,94.0,68.0,78.0,5,False,False
the-zip-detail-jacket#Grey,124.0,,,89.0,71.0,3,False,True
the-zip-front-blouse#Khaki,130.0,140.0,,72.0,76.0,4,False,True
the-zip-front-blouse#Navy,130.0,140.0,,72.0,76.0,4,False,True
the-zip-front-top#Blue,124.0,108.0,142.0,73.0,24.0,5,False,False
the-zip-front-top#Rose,124.0,108.0,142.0,73.0,24.0,5,False,False
this-mortal-coil-drape#StormClam,139.0,137.0,134.0,86.0,31.0,5,False,False
tia-boyfriend-shirt#White,115.0,112.0,110.0,72.0,75.0,5,False,False
tie-back-bell-sleeve-top-5#Summerbud,120.0,104.0,129.0,69.0,37.0,5,False,False
tinker-stripe-knit#NavyWhite,106.0,104.0,108.0,67.0,74.0,5,False,False
to-the-beat-of-the-drum-kimono#Leaf,151.0,,149.0,132.0,,3,False,True
tracie-top#Black,127.0,129.0,135.0,55.0,66.0,5,False,False
tracie-top#Opal,127.0,129.0,135.0,55.0,66.0,5,False,False
triangle-detail-long-sleeve-tee#Bordeaux,120.0,128.0,146.0,76.0,64.0,5,False,False
triangle-detail-long-sleeve-tee#Navy,120.0,128.0,146.0,76.0,64.0,5,False,False
true-love-bell-blouse#Jade,102.0,108.0,144.0,63.0,59.0,5,False,False
tuck-layer-shirt#White,126.0,170.0,,72.0,69.0,4,False,True
tutti-frutti-drop-shoulder-tee#Orange,104.0,104.0,104.0,66.0,30.0,5,False,False
under-the-stars-blouse#Petal,136.0,140.0,140.0,73.0,77.0,5,False,False
variegated-rib-knit#Silver,120.0,114.0,100.0,59.0,73.0,5,False,False
verona-patchwork-top#Patchwork,102.0,110.0,110.0,65.0,22.0,5,False,False
viola-kimono-radiant-floral#Grey,,,,81.0,87.0,2,False,True
vivian-blouse#Check,106.0,108.0,112.0,65.0,70.0,5,False,False
vivid-dreams-blouse#Dusty%20Rose,98.0,96.0,98.0,62.0,70.0,5,False,False
voyager-stripe-crew#Stripe,,,,66.0,74.0,2,False,True
walk-in-the-park-cardi#Sand,116.0,124.0,,107.0,63.0,4,False,True
waterfall-cardi-1#Black,102.0,110.0,122.0,65.0,65.0,5,False,False
waterfall-cardi-1#Navy,102.0,110.0,122.0,65.0,65.0,5,False,False
weekend-cardigan#Black,104.0,106.0,120.0,87.0,68.0,5,False,False
weekend-tunic#Navy,144.0,132.0,152.0,51.0,51.0,5,False,False
weekend-vibes-blouse#Blush,129.0,129.0,173.0,65.0,71.0,5,False,False
wellington-tee#Black,126.0,116.0,124.0,64.0,38.0,5,False,False
wellington-tee#ClaySpot,126.0,116.0,124.0,64.0,38.0,5,False,False
wellington-tee#HeatheGrey,126.0,116.0,124.0,64.0,38.0,5,False,False
wellington-tee#Olive,126.0,116.0,124.0,64.0,38.0,5,False,False
westward-top#BotanicalD,96.0,106.0,110.0,65.0,42.0,5,False,False
wildflower-shirt#White,98.0,102.0,102.0,57.0,72.0,5,False,False
willow-knot-top#WhiteBlk,116.0,110.0,110.0,58.0,70.0,5,False,False
wonderland-blouse#Ink,100.0,,116.0,60.0,65.0,4,False,True
wonderlust-tee#BurntOran,140.0,138.0,138.0,62.0,53.0,5,False,False
woolly-spotted-hoodie#Navy,134.0,124.0,124.0,62.0,71.0,5,False,False
wrap-me-up-bamboo-top#Black,129.0,115.0,117.0,67.0,66.0,5,False,False
wrap-me-up-bamboo-top#BlueJeans,129.0,115.0,117.0,67.0,66.0,5,False,False
ynes#Black,110.0,56.0,110.0,67.0,71.0,5,False,False
york-linen-blend-long-cardigan#BurntOrang,120.0,110.0,110.0,116.0,76.0,5,False,False
york-linen-blend-top#BurntOrang,106.0,100.0,98.0,62.0,65.0,5,False,False
you-at-my-shoulder-tunic#Black,134.0,,,121.0,68.0,3,False,True
yvette-blouse#Black,,116.0,152.0,,43.0,3,False,True
zara-top#ZebraPrint,110.0,130.0,148.0,62.0,49.0,5,False,False
