person_id,positive_product_id,negative_product_id,negative_type
Georgia,skipping-stones-tunic#Forest,voyager-stripe-crew#Stripe,hard
Georgia,skipping-stones-tunic#Forest,makeover-blouse#LimeGreen,hard
Georgia,skipping-stones-tunic#Forest,leah-knit-cardigan#WhiteBlk,random
Katie,messina-knit-1#Shiraz,voyager-stripe-crew#Stripe,hard
Katie,messina-knit-1#Shiraz,makeover-blouse#LimeGreen,hard
Katie,messina-knit-1#Shiraz,marjorie-tie-blouse#BluePrint,random
Nathalie,the-wrap-jersey-top#Charcoal,voyager-stripe-crew#Stripe,hard
Nathalie,the-wrap-jersey-top#Charcoal,makeover-blouse#LimeGreen,hard
Nathalie,the-wrap-jersey-top#Charcoal,floating-by-you-blouse#SeaFleur,random
Jess,long-sleeve-softly-swinging-bamboo-tee#Fern,cara-tee-2#Blush,hard
Jess,long-sleeve-softly-swinging-bamboo-tee#Fern,cara-tee-2#WhiteBlk,hard
Jess,long-sleeve-softly-swinging-bamboo-tee#Fern,contrast-pocket-tunic#Pinkpocket,random
Fiona,sugar-snaps-throw-jacket#Duckegg,natural-textured-poncho#Deeprain,hard
Fiona,sugar-snaps-throw-jacket#Duckegg,wonderland-blouse#Ink,hard
Fiona,sugar-snaps-throw-jacket#Duckegg,cross-over-top-with-pocket#BlackWhite,random
Natalie,the-batwing-tee#FrenchBlue,natural-textured-poncho#Deeprain,hard
Natalie,the-batwing-tee#FrenchBlue,voyager-stripe-crew#Stripe,hard
Natalie,the-batwing-tee#FrenchBlue,waterfall-cardi-1#Black,random
Jess,waterfall-cardi-1#Black,cara-tee-2#Blush,hard
Jess,waterfall-cardi-1#Black,cara-tee-2#WhiteBlk,hard
Jess,waterfall-cardi-1#Black,clara-blouse#DarkFloral,random
Mae-Lee,the-batwing-tee#Black,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-batwing-tee#Black,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-batwing-tee#Black,cable-knit-sweater#Camel,random
Emma,sugar-snaps-layers-tank#Red,voyager-stripe-crew#Stripe,hard
Emma,sugar-snaps-layers-tank#Red,makeover-blouse#LimeGreen,hard
Emma,sugar-snaps-layers-tank#Red,luxe-shirt#Black,random
Chesska,diva-ruffle-jumper#Gold%20Spot,voyager-stripe-crew#Stripe,hard
Chesska,diva-ruffle-jumper#Gold%20Spot,makeover-blouse#LimeGreen,hard
Chesska,diva-ruffle-jumper#Gold%20Spot,summer-haze-top#Teal,random
Fiona,the-boat-neck-top-1#Ink,natural-textured-poncho#Deeprain,hard
Fiona,the-boat-neck-top-1#Ink,wonderland-blouse#Ink,hard
Fiona,the-boat-neck-top-1#Ink,belle-half-sleeve-boat-tee#White,random
Nikki,the-drape-tee-1#NavyStripe,natural-textured-poncho#Deeprain,hard
Nikki,the-drape-tee-1#NavyStripe,voyager-stripe-crew#Stripe,hard
Nikki,the-drape-tee-1#NavyStripe,daylight-jumper#Silver,random
Amanda,the-cross-front-spot-blouse#Spot,natural-textured-poncho#Deeprain,hard
Amanda,the-cross-front-spot-blouse#Spot,voyager-stripe-crew#Stripe,hard
Amanda,the-cross-front-spot-blouse#Spot,capri-tank-3#NavyStripe,random
Ljubenka,the-drape-tee-1#NavyStripe,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-drape-tee-1#NavyStripe,natural-textured-poncho#Deeprain,hard
Ljubenka,the-drape-tee-1#NavyStripe,clovis-shirt#NavyGold,random
Charlotte,natural-overlay-knit#Greybloss,voyager-stripe-crew#Stripe,hard
Charlotte,natural-overlay-knit#Greybloss,makeover-blouse#LimeGreen,hard
Charlotte,natural-overlay-knit#Greybloss,34-sleeve-shirt-1#SkyWhite,random
Madeline,layered-top-2#Navy,voyager-stripe-crew#Stripe,hard
Madeline,layered-top-2#Navy,makeover-blouse#LimeGreen,hard
Madeline,layered-top-2#Navy,2-in-1-layered-top-1#PinkWhite,random
Georgia,sunshine-in-me-tee-1#White,voyager-stripe-crew#Stripe,hard
Georgia,sunshine-in-me-tee-1#White,makeover-blouse#LimeGreen,hard
Georgia,sunshine-in-me-tee-1#White,belle-nautical-applique-tee#BlueStripe,random
Amanda,the-relaxed-batwing-top#PeachRose,natural-textured-poncho#Deeprain,hard
Amanda,the-relaxed-batwing-top#PeachRose,voyager-stripe-crew#Stripe,hard
Amanda,the-relaxed-batwing-top#PeachRose,heart-spliced-top#Navy,random
Mae-Lee,belle-half-sleeve-forgiver-tunic#MutedClay,side-buttoned-sweater#Buttoned,hard
Mae-Lee,belle-half-sleeve-forgiver-tunic#MutedClay,voyager-stripe-crew#Stripe,hard
Mae-Lee,belle-half-sleeve-forgiver-tunic#MutedClay,grace-oversized-knit#StoneBlack,random
Emma,paint-stroke-top#Strokes,voyager-stripe-crew#Stripe,hard
Emma,paint-stroke-top#Strokes,makeover-blouse#LimeGreen,hard
Emma,paint-stroke-top#Strokes,sugar-snaps-round-neck-layer-tank#DuckEgg,random
Emma,long-sleeve-softly-swinging-bamboo-tee#Combat,voyager-stripe-crew#Stripe,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#Combat,makeover-blouse#LimeGreen,hard
Emma,long-sleeve-softly-swinging-bamboo-tee#Combat,marlow-cardigan#Cream,random
Marnee,the-relaxed-long-sleeve-tee#Khaki,natural-textured-poncho#Deeprain,hard
Marnee,the-relaxed-long-sleeve-tee#Khaki,voyager-stripe-crew#Stripe,hard
Marnee,the-relaxed-long-sleeve-tee#Khaki,hannah-tee-1#Black,random
Ljubenka,layered-tee-2#White,the-uneven-hem-knit-1#Sage,hard
Ljubenka,layered-tee-2#White,natural-textured-poncho#Deeprain,hard
Ljubenka,layered-tee-2#White,the-boat-neck-top-1#NavyWhite,random
Chelsea,natural-rolled-neck-tunic#BlueDam,voyager-stripe-crew#Stripe,hard
Chelsea,natural-rolled-neck-tunic#BlueDam,makeover-blouse#LimeGreen,hard
Chelsea,natural-rolled-neck-tunic#BlueDam,the-short-sleeve-wrap-jersey-top#Black,random
Tia,the-everyday-shirt#Rose,the-panel-luxe-top#BlkWhite,hard
Tia,the-everyday-shirt#Rose,the-panel-luxe-top#SilvWhite,hard
Tia,the-everyday-shirt#Rose,eco-78-long-cardigan#LightGreyM,random
Summer,rib-tank-2#Navy,voyager-stripe-crew#Stripe,hard
Summer,rib-tank-2#Navy,natural-textured-poncho#Deeprain,hard
Summer,rib-tank-2#Navy,hydrangea-kimono#Hydrangea,random
Chelsea,malibu-cardigan#Navy,voyager-stripe-crew#Stripe,hard
Chelsea,malibu-cardigan#Navy,makeover-blouse#LimeGreen,hard
Chelsea,malibu-cardigan#Navy,square-nk-fray-trim-top#Denim,random
Denniel,the-batwing-tee#Black,natural-textured-poncho#Deeprain,hard
Denniel,the-batwing-tee#Black,voyager-stripe-crew#Stripe,hard
Denniel,the-batwing-tee#Black,oregon-safari-embroidered-top#White,random
Monique,the-open-sleeve-blouse#Berry,voyager-stripe-crew#Stripe,hard
Monique,the-open-sleeve-blouse#Berry,makeover-blouse#LimeGreen,hard
Monique,the-open-sleeve-blouse#Berry,the-cotton-bamboo-ls-top#Black,random
Shadae,clio-knit-jumper#StoneBlack,voyager-stripe-crew#Stripe,hard
Shadae,clio-knit-jumper#StoneBlack,makeover-blouse#LimeGreen,hard
Shadae,clio-knit-jumper#StoneBlack,the-blouson-sleeve-jumper#Navy,random
Fiona,the-luxe-dobby-blouse#White,natural-textured-poncho#Deeprain,hard
Fiona,the-luxe-dobby-blouse#White,wonderland-blouse#Ink,hard
Fiona,the-luxe-dobby-blouse#White,ditzy-floral-ruffle-blouse#DitzyFlora,random
Ljubenka,softly-swinging-bamboo-tee#White,the-uneven-hem-knit-1#Sage,hard
Ljubenka,softly-swinging-bamboo-tee#White,natural-textured-poncho#Deeprain,hard
Ljubenka,softly-swinging-bamboo-tee#White,the-bonded-cotton-tunic-dress#Navy,random
Laura,printed-v-neck-top#Striped,cara-tee-2#Blush,hard
Laura,printed-v-neck-top#Striped,cara-tee-2#WhiteBlk,hard
Laura,printed-v-neck-top#Striped,longline-gather-back-shirt#Black,random
Emma,aztec-cardigan#Orange,voyager-stripe-crew#Stripe,hard
Emma,aztec-cardigan#Orange,makeover-blouse#LimeGreen,hard
Emma,aztec-cardigan#Orange,the-oversized-cotton-blend-shirt#Sand,random
Clementine,sugar-snaps-layers-tank#Mint,voyager-stripe-crew#Stripe,hard
Clementine,sugar-snaps-layers-tank#Mint,makeover-blouse#LimeGreen,hard
Clementine,sugar-snaps-layers-tank#Mint,fundamental-vee-tee#Navy,random
Marnee,softly-swinging-bamboo-tee#Storm,natural-textured-poncho#Deeprain,hard
Marnee,softly-swinging-bamboo-tee#Storm,voyager-stripe-crew#Stripe,hard
Marnee,softly-swinging-bamboo-tee#Storm,boho-embroidered-top#BohoDenim,random
Jess,softly-swinging-bamboo-tee#Starfish,cara-tee-2#Blush,hard
Jess,softly-swinging-bamboo-tee#Starfish,cara-tee-2#WhiteBlk,hard
Jess,softly-swinging-bamboo-tee#Starfish,dahlia-lace-trim-blouse#Dusk,random
Fiona,the-stitch-v-neck-knit#DenimMarle,natural-textured-poncho#Deeprain,hard
Fiona,the-stitch-v-neck-knit#DenimMarle,wonderland-blouse#Ink,hard
Fiona,the-stitch-v-neck-knit#DenimMarle,jersey-split-back-hooded-top#NavyStrip,random
Tia,the-cross-over-blouse#White,the-panel-luxe-top#BlkWhite,hard
Tia,the-cross-over-blouse#White,the-panel-luxe-top#SilvWhite,hard
Tia,the-cross-over-blouse#White,tracie-top#Black,random
Miranda,the-reversible-cowl-neck-top-1#Black,voyager-stripe-crew#Stripe,hard
Miranda,the-reversible-cowl-neck-top-1#Black,makeover-blouse#LimeGreen,hard
Miranda,the-reversible-cowl-neck-top-1#Black,annabelle-sweater#Midnight,random
Jess,double-layered-top-1#WSilver,cara-tee-2#Blush,hard
Jess,double-layered-top-1#WSilver,cara-tee-2#WhiteBlk,hard
Jess,double-layered-top-1#WSilver,rory-spliced-zip-hoodie#Slate,random
Laura,sugar-snaps-layers-tank#Mint,cara-tee-2#Blush,hard
Laura,sugar-snaps-layers-tank#Mint,cara-tee-2#WhiteBlk,hard
Laura,sugar-snaps-layers-tank#Mint,ditzy-floral-ruffle-blouse#DitzyFlora,random
Kate,sugar-snaps-layers-tank#Mint,natural-textured-poncho#Deeprain,hard
Kate,sugar-snaps-layers-tank#Mint,animal-button-up-shirt#KhakiPrint,hard
Kate,sugar-snaps-layers-tank#Mint,the-box-top#Blush,random
Katie,longline-cardigan-2#Pink,voyager-stripe-crew#Stripe,hard
Katie,longline-cardigan-2#Pink,makeover-blouse#LimeGreen,hard
Katie,longline-cardigan-2#Pink,belle-off-the-shoulder-tee#Stripe,random
Chelsea,relaxed-cape#WhiteBlack,voyager-stripe-crew#Stripe,hard
Chelsea,relaxed-cape#WhiteBlack,makeover-blouse#LimeGreen,hard
Chelsea,relaxed-cape#WhiteBlack,the-cross-over-blouse#Blue,random
Marnee,the-everyday-shirt#Rose,natural-textured-poncho#Deeprain,hard
Marnee,the-everyday-shirt#Rose,voyager-stripe-crew#Stripe,hard
Marnee,the-everyday-shirt#Rose,agra-shirt#White,random
Ljubenka,the-drape-tee-1#Navy,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-drape-tee-1#Navy,natural-textured-poncho#Deeprain,hard
Ljubenka,the-drape-tee-1#Navy,mila-knit-cardigan#Clay,random
Jess,the-print-contrast-34-sleeve-top#Animal,cara-tee-2#Blush,hard
Jess,the-print-contrast-34-sleeve-top#Animal,cara-tee-2#WhiteBlk,hard
Jess,the-print-contrast-34-sleeve-top#Animal,the-flutter-sleeve-top#Denim,random
Maddy,sontana-blouse#Stone,natural-textured-poncho#Deeprain,hard
Maddy,sontana-blouse#Stone,voyager-stripe-crew#Stripe,hard
Maddy,sontana-blouse#Stone,geneva-v-neck-top#ClaySpot,random
Sophia,eco-78-long-cardigan#DarkGreyM,cara-tee-2#Blush,hard
Sophia,eco-78-long-cardigan#DarkGreyM,cara-tee-2#WhiteBlk,hard
Sophia,eco-78-long-cardigan#DarkGreyM,star-and-spot-sweater#SilverMult,random
Anna,the-half-sleeve-tee#White,voyager-stripe-crew#Stripe,hard
Anna,the-half-sleeve-tee#White,makeover-blouse#LimeGreen,hard
Anna,the-half-sleeve-tee#White,ruffle-sleeve-top-1#Black,random
Laura,the-long-sleeve-v-neck-tee#White,cara-tee-2#Blush,hard
Laura,the-long-sleeve-v-neck-tee#White,cara-tee-2#WhiteBlk,hard
Laura,the-long-sleeve-v-neck-tee#White,the-soft-knit-jumper#PinkStripe,random
Natalie,sugar-snaps-layers-tank#Blue,natural-textured-poncho#Deeprain,hard
Natalie,sugar-snaps-layers-tank#Blue,voyager-stripe-crew#Stripe,hard
Natalie,sugar-snaps-layers-tank#Blue,cross-over-top-with-pocket#BlackWhite,random
Marnee,on-safari-blouse#Jewel,natural-textured-poncho#Deeprain,hard
Marnee,on-safari-blouse#Jewel,voyager-stripe-crew#Stripe,hard
Marnee,on-safari-blouse#Jewel,natural-tie-tunic#BlueSky,random
Stefania,the-cross-over-poncho#Navy,voyager-stripe-crew#Stripe,hard
Stefania,the-cross-over-poncho#Navy,makeover-blouse#LimeGreen,hard
Stefania,the-cross-over-poncho#Navy,the-long-sleeve-scoop-neck-tee#Navy,random
Laura,runaway-top#Sand,cara-tee-2#Blush,hard
Laura,runaway-top#Sand,cara-tee-2#WhiteBlk,hard
Laura,runaway-top#Sand,the-belle-sleeve-print-top#NavyPrint,random
Anna,the-cross-over-blouse#Blue,voyager-stripe-crew#Stripe,hard
Anna,the-cross-over-blouse#Blue,makeover-blouse#LimeGreen,hard
Anna,the-cross-over-blouse#Blue,natural-cosy-sweater#Rosered,random
Clementine,the-sleeveless-cross-over-blouse#Sunshine,voyager-stripe-crew#Stripe,hard
Clementine,the-sleeveless-cross-over-blouse#Sunshine,makeover-blouse#LimeGreen,hard
Clementine,the-sleeveless-cross-over-blouse#Sunshine,falling-for-you-cardi#Black,random
Miranda,york-linen-blend-long-cardigan#BurntOrang,voyager-stripe-crew#Stripe,hard
Miranda,york-linen-blend-long-cardigan#BurntOrang,makeover-blouse#LimeGreen,hard
Miranda,york-linen-blend-long-cardigan#BurntOrang,the-contrast-knit-1#Sage,random
Georgia,skipping-stones-tunic#Natural,voyager-stripe-crew#Stripe,hard
Georgia,skipping-stones-tunic#Natural,makeover-blouse#LimeGreen,hard
Georgia,skipping-stones-tunic#Natural,emerald-knit#Emerald,random
Georgia,cyrus-top#LightRose,voyager-stripe-crew#Stripe,hard
Georgia,cyrus-top#LightRose,makeover-blouse#LimeGreen,hard
Georgia,cyrus-top#LightRose,grace-oversized-knit#StoneBlack,random
Marnee,long-sleeve-softly-swinging-bamboo-tee#Smoke,natural-textured-poncho#Deeprain,hard
Marnee,long-sleeve-softly-swinging-bamboo-tee#Smoke,voyager-stripe-crew#Stripe,hard
Marnee,long-sleeve-softly-swinging-bamboo-tee#Smoke,messina-v-neck-tee#Black,random
Anna,layered-tee-2#Black,voyager-stripe-crew#Stripe,hard
Anna,layered-tee-2#Black,makeover-blouse#LimeGreen,hard
Anna,layered-tee-2#Black,belle-v-neck-forgiver-tunic#DenimMarl,random
Marnee,the-pirate-in-me-shirt#White,natural-textured-poncho#Deeprain,hard
Marnee,the-pirate-in-me-shirt#White,voyager-stripe-crew#Stripe,hard
Marnee,the-pirate-in-me-shirt#White,crushed-top#Blue,random
Emma,belle-v-neck-forgiver-tunic#White,voyager-stripe-crew#Stripe,hard
Emma,belle-v-neck-forgiver-tunic#White,makeover-blouse#LimeGreen,hard
Emma,belle-v-neck-forgiver-tunic#White,holly-rib-long-sleeve-tee#WhiteGrey,random
Anna,the-drape-tee-1#Navy,voyager-stripe-crew#Stripe,hard
Anna,the-drape-tee-1#Navy,makeover-blouse#LimeGreen,hard
Anna,the-drape-tee-1#Navy,gloria-applique-crew#Charcoal,random
Marnee,frill-me-tie-throw-on#WhiteBlk,natural-textured-poncho#Deeprain,hard
Marnee,frill-me-tie-throw-on#WhiteBlk,voyager-stripe-crew#Stripe,hard
Marnee,frill-me-tie-throw-on#WhiteBlk,the-cotton-blend-stripe-jumper#BlueStripe,random
Anna,the-batwing-tee#Stone,voyager-stripe-crew#Stripe,hard
Anna,the-batwing-tee#Stone,makeover-blouse#LimeGreen,hard
Anna,the-batwing-tee#Stone,lucy-rib-oversized-top#Black,random
Riina,the-panel-hem-top#Khaki,voyager-stripe-crew#Stripe,hard
Riina,the-panel-hem-top#Khaki,makeover-blouse#LimeGreen,hard
Riina,the-panel-hem-top#Khaki,the-crossover-2-way-blouse#Black,random
Lauren,the-sleeve-detail-knit#Ivory,side-buttoned-sweater#Buttoned,hard
Lauren,the-sleeve-detail-knit#Ivory,voyager-stripe-crew#Stripe,hard
Lauren,the-sleeve-detail-knit#Ivory,square-nk-fray-trim-top#Denim,random
Monique,alberta-stripe-top#IvoryStrip,voyager-stripe-crew#Stripe,hard
Monique,alberta-stripe-top#IvoryStrip,makeover-blouse#LimeGreen,hard
Monique,alberta-stripe-top#IvoryStrip,melbourne-stretch-cardigan#Black,random
Jess,natural-cross-back-knit#Lightsmoke,cara-tee-2#Blush,hard
Jess,natural-cross-back-knit#Lightsmoke,cara-tee-2#WhiteBlk,hard
Jess,natural-cross-back-knit#Lightsmoke,stripe-me-happy-blouse#Ash,random
Fiona,the-tie-layering-knit#Grey,natural-textured-poncho#Deeprain,hard
Fiona,the-tie-layering-knit#Grey,wonderland-blouse#Ink,hard
Fiona,the-tie-layering-knit#Grey,raspberry-ls-tee#WhiteRaspb,random
Mae-Lee,belle-half-sleeve-forgiver-tunic#Black,side-buttoned-sweater#Buttoned,hard
Mae-Lee,belle-half-sleeve-forgiver-tunic#Black,voyager-stripe-crew#Stripe,hard
Mae-Lee,belle-half-sleeve-forgiver-tunic#Black,sequin-star-tee#Navy,random
Nadine,the-everyday-shirt#Midnight,makeover-blouse#LimeGreen,hard
Nadine,the-everyday-shirt#Midnight,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,the-everyday-shirt#Midnight,side-buttoned-sweater#Buttoned,random
Ljubenka,the-stella-tee#Marine,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-stella-tee#Marine,natural-textured-poncho#Deeprain,hard
Ljubenka,the-stella-tee#Marine,wildflower-shirt#White,random
Georgia,baobab-sweater#Bark,voyager-stripe-crew#Stripe,hard
Georgia,baobab-sweater#Bark,makeover-blouse#LimeGreen,hard
Georgia,baobab-sweater#Bark,elcos-top#LightGrey,random
Georgia,runaway-top#Sand,voyager-stripe-crew#Stripe,hard
Georgia,runaway-top#Sand,makeover-blouse#LimeGreen,hard
Georgia,runaway-top#Sand,spiced-stripe-tee#NavyWhite,random
Nadine,half-sleeve-fluffy-knit#Ivory,makeover-blouse#LimeGreen,hard
Nadine,half-sleeve-fluffy-knit#Ivory,pure-merino-fine-rib-v-neck#Charcoal,hard
Nadine,half-sleeve-fluffy-knit#Ivory,the-sleeveless-cross-over-blouse#Mint,random
Fiona,printed-v-neck-top#Striped,natural-textured-poncho#Deeprain,hard
Fiona,printed-v-neck-top#Striped,wonderland-blouse#Ink,hard
Fiona,printed-v-neck-top#Striped,relaxed-cape#WhiteBlack,random
Maddy,the-cross-over-blouse#Black,natural-textured-poncho#Deeprain,hard
Maddy,the-cross-over-blouse#Black,voyager-stripe-crew#Stripe,hard
Maddy,the-cross-over-blouse#Black,fundamental-split-hoodie-1#Khaki,random
Marnee,blue-waters-cotton-blouse#White,natural-textured-poncho#Deeprain,hard
Marnee,blue-waters-cotton-blouse#White,voyager-stripe-crew#Stripe,hard
Marnee,blue-waters-cotton-blouse#White,ines-top#NavyStrip,random
Tia,wrap-me-up-bamboo-top#BlueJeans,the-panel-luxe-top#BlkWhite,hard
Tia,wrap-me-up-bamboo-top#BlueJeans,the-panel-luxe-top#SilvWhite,hard
Tia,wrap-me-up-bamboo-top#BlueJeans,ruffle-top-4#Terracotta,random
Perrie,the-button-up-swing-tunic#Wine,natural-textured-poncho#Deeprain,hard
Perrie,the-button-up-swing-tunic#Wine,voyager-stripe-crew#Stripe,hard
Perrie,the-button-up-swing-tunic#Wine,weekend-cardigan#Black,random
Gemma,geena-xo-ls-pullover-knit#WhiteCapGr,voyager-stripe-crew#Stripe,hard
Gemma,geena-xo-ls-pullover-knit#WhiteCapGr,makeover-blouse#LimeGreen,hard
Gemma,geena-xo-ls-pullover-knit#WhiteCapGr,long-sleeve-layer-top#White,random
Fiona,nuzuri-longline-cardi#Forest,natural-textured-poncho#Deeprain,hard
Fiona,nuzuri-longline-cardi#Forest,wonderland-blouse#Ink,hard
Fiona,nuzuri-longline-cardi#Forest,bo-cosy-cardigan#Blossom,random
Lisa,seeker-knot-front-shirt#Olive,voyager-stripe-crew#Stripe,hard
Lisa,seeker-knot-front-shirt#Olive,makeover-blouse#LimeGreen,hard
Lisa,seeker-knot-front-shirt#Olive,the-curve-striped-tank#Marine,random
Gemma,tuck-layer-shirt#White,voyager-stripe-crew#Stripe,hard
Gemma,tuck-layer-shirt#White,makeover-blouse#LimeGreen,hard
Gemma,tuck-layer-shirt#White,the-relaxed-long-sleeve-tee#Black,random
Clementine,the-stripe-tank-1#Hazelnut,voyager-stripe-crew#Stripe,hard
Clementine,the-stripe-tank-1#Hazelnut,makeover-blouse#LimeGreen,hard
Clementine,the-stripe-tank-1#Hazelnut,eco-78-long-cardigan#LightGreyM,random
Chelsea,the-high-low-drape-tee#Sage,voyager-stripe-crew#Stripe,hard
Chelsea,the-high-low-drape-tee#Sage,makeover-blouse#LimeGreen,hard
Chelsea,the-high-low-drape-tee#Sage,2-in-1-jumper#Navy,random
Sophie,the-relaxed-long-sleeve-tee#Navy,side-buttoned-sweater#Buttoned,hard
Sophie,the-relaxed-long-sleeve-tee#Navy,the-tie-front-top#Navy,hard
Sophie,the-relaxed-long-sleeve-tee#Navy,milan-stretch-top#White,random
Fiona,belle-deep-v-mesh-top#Black,natural-textured-poncho#Deeprain,hard
Fiona,belle-deep-v-mesh-top#Black,wonderland-blouse#Ink,hard
Fiona,belle-deep-v-mesh-top#Black,back-to-you-top#Rust,random
Alex,the-cotton-bamboo-tee#White,voyager-stripe-crew#Stripe,hard
Alex,the-cotton-bamboo-tee#White,makeover-blouse#LimeGreen,hard
Alex,the-cotton-bamboo-tee#White,the-frill-wrap-blouse#Spot,random
Miranda,the-asymmetrical-tank-top#HotPink,voyager-stripe-crew#Stripe,hard
Miranda,the-asymmetrical-tank-top#HotPink,makeover-blouse#LimeGreen,hard
Miranda,the-asymmetrical-tank-top#HotPink,2-in-1-layered-knit-top#PalePink,random
Marnee,the-cotton-bamboo-tank#White,natural-textured-poncho#Deeprain,hard
Marnee,the-cotton-bamboo-tank#White,voyager-stripe-crew#Stripe,hard
Marnee,the-cotton-bamboo-tank#White,softly-swinging-bamboo-singlet#BlueJean,random
Ljubenka,sugar-snaps-layers-tank#PeachyKeen,the-uneven-hem-knit-1#Sage,hard
Ljubenka,sugar-snaps-layers-tank#PeachyKeen,natural-textured-poncho#Deeprain,hard
Ljubenka,sugar-snaps-layers-tank#PeachyKeen,the-sleeveless-cross-over-blouse#Mint,random
Kate,the-wrap-jersey-top#NavyWhite,natural-textured-poncho#Deeprain,hard
Kate,the-wrap-jersey-top#NavyWhite,animal-button-up-shirt#KhakiPrint,hard
Kate,the-wrap-jersey-top#NavyWhite,floating-by-you-blouse#SeaFleur,random
Summer,fundamental-sydney-crew#Burgundy,voyager-stripe-crew#Stripe,hard
Summer,fundamental-sydney-crew#Burgundy,natural-textured-poncho#Deeprain,hard
Summer,fundamental-sydney-crew#Burgundy,kimberly-spliced-top#Zebraprint,random
Riina,the-dobby-sleeve-tee#InkBlue,voyager-stripe-crew#Stripe,hard
Riina,the-dobby-sleeve-tee#InkBlue,makeover-blouse#LimeGreen,hard
Riina,the-dobby-sleeve-tee#InkBlue,the-define-flute-sleeve-blouse#White,random
Gemma,meredith-78-oversized-pullover-knit#WhiteCapGr,voyager-stripe-crew#Stripe,hard
Gemma,meredith-78-oversized-pullover-knit#WhiteCapGr,makeover-blouse#LimeGreen,hard
Gemma,meredith-78-oversized-pullover-knit#WhiteCapGr,capri-tank-3#Black,random
Gemma,falling-for-you-cardi#Port,voyager-stripe-crew#Stripe,hard
Gemma,falling-for-you-cardi#Port,makeover-blouse#LimeGreen,hard
Gemma,falling-for-you-cardi#Port,the-tie-detail-hoody#Pink,random
Ljubenka,ponte-spot-top#BlackWhite,the-uneven-hem-knit-1#Sage,hard
Ljubenka,ponte-spot-top#BlackWhite,natural-textured-poncho#Deeprain,hard
Ljubenka,ponte-spot-top#BlackWhite,the-oversized-cotton-blend-shirt#Navy,random
Stacey,square-peg-pullover#SilverMix,makeover-blouse#LimeGreen,hard
Stacey,square-peg-pullover#SilverMix,cara-tee-2#Blush,hard
Stacey,square-peg-pullover#SilverMix,the-short-sleeve-wrap-jersey-top#Black,random
Sophia,the-shoulder-tie-top#White,cara-tee-2#Blush,hard
Sophia,the-shoulder-tie-top#White,cara-tee-2#WhiteBlk,hard
Sophia,the-shoulder-tie-top#White,the-multi-stripe-cardi#Stripe,random
Palatina,bird-print-jumper#Navy,cara-tee-2#Blush,hard
Palatina,bird-print-jumper#Navy,cara-tee-2#WhiteBlk,hard
Palatina,bird-print-jumper#Navy,fundamental-split-hoodie-1#Khaki,random
Natalie,the-cut-out-shoulder-blouse#Black,natural-textured-poncho#Deeprain,hard
Natalie,the-cut-out-shoulder-blouse#Black,voyager-stripe-crew#Stripe,hard
Natalie,the-cut-out-shoulder-blouse#Black,softly-swinging-bamboo-tee#White,random
Gemma,triangle-detail-long-sleeve-tee#Navy,voyager-stripe-crew#Stripe,hard
Gemma,triangle-detail-long-sleeve-tee#Navy,makeover-blouse#LimeGreen,hard
Gemma,triangle-detail-long-sleeve-tee#Navy,belle-drape-tee#Sliver,random
Anna,the-cotton-bamboo-tank#DarkNavy,voyager-stripe-crew#Stripe,hard
Anna,the-cotton-bamboo-tank#DarkNavy,makeover-blouse#LimeGreen,hard
Anna,the-cotton-bamboo-tank#DarkNavy,long-sleeve-layer-top#White,random
Anna Maria,the-bell-sleeve-top#Grey,natural-textured-poncho#Deeprain,hard
Anna Maria,the-bell-sleeve-top#Grey,voyager-stripe-crew#Stripe,hard
Anna Maria,the-bell-sleeve-top#Grey,back-to-you-top#BlackMagic,random
Chelsea,relaxed-cape#Black,voyager-stripe-crew#Stripe,hard
Chelsea,relaxed-cape#Black,makeover-blouse#LimeGreen,hard
Chelsea,relaxed-cape#Black,the-essential-layering-tee#Ink,random
Sophie,the-define-flute-sleeve-blouse#White,side-buttoned-sweater#Buttoned,hard
Sophie,the-define-flute-sleeve-blouse#White,the-tie-front-top#Navy,hard
Sophie,the-define-flute-sleeve-blouse#White,belle-drape-tee#Black,random
Sophie,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,side-buttoned-sweater#Buttoned,hard
Sophie,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,the-tie-front-top#Navy,hard
Sophie,long-sleeve-softly-swinging-bamboo-tee#DuckEgg,aztec-cardigan#BlackIvory,random
Marnee,runaway-top#JetBlack,natural-textured-poncho#Deeprain,hard
Marnee,runaway-top#JetBlack,voyager-stripe-crew#Stripe,hard
Marnee,runaway-top#JetBlack,york-linen-blend-long-cardigan#BurntOrang,random
Olivia,sugar-snaps-layers-tank#Red,natural-textured-poncho#Deeprain,hard
Olivia,sugar-snaps-layers-tank#Red,voyager-stripe-crew#Stripe,hard
Olivia,sugar-snaps-layers-tank#Red,the-relaxed-long-sleeve-tee#Navy,random
Tia,still-the-one-ruffle-blouse#Spot,the-panel-luxe-top#BlkWhite,hard
